ID,WAVELENGTH,FLUX,FLUX_ERR
6694-56386-0172,[ 3562.0508  3562.8704  3563.69   ... 10329.994  10332.376  10334.747 ],"[ 1.0641564e-16  7.3346072e-17  4.0275126e-17 ...  6.7575574e-17
  1.9128965e-17 -2.5875698e-17]","[3.3525382e-17 0.0000000e+00 2.9914001e-17 ... 2.4637950e-17 3.2193317e-17
 3.4456265e-17]"
6705-56636-0697,[ 3604.9565  3605.786   3606.6172 ... 10387.236  10389.631  10392.016 ],"[-4.1153930e-17  8.1321403e-17  5.2811644e-18 ...  2.7508139e-16
  1.5975609e-16 -3.1912833e-17]","[2.8857837e-17 2.8716872e-17 2.8814579e-17 ... 2.3140040e-16 6.6985648e-17
 4.1142964e-17]"
6709-56429-0267,[ 3567.7969  3568.6177  3569.4385 ... 10334.747  10337.131  10339.515 ],"[ 2.9963847e-17  1.6277199e-17  9.5721537e-19 ...  2.6056075e-17
 -6.4429598e-18 -1.0966087e-18]","[7.7793623e-17 3.0926559e-17 2.9322031e-17 ... 2.1107427e-17 1.9112440e-17
 1.6853461e-17]"
6722-56431-0691,[ 3611.6023  3612.435   3613.266  ... 10384.841  10387.236  10389.631 ],"[-7.3593075e-17  1.4850315e-16 -2.4465210e-17 ...  6.9797990e-17
 -1.1432587e-18 -7.2085018e-17]","[3.7894808e-17 3.8858953e-17 3.6182177e-17 ... 3.7148738e-17 0.0000000e+00
 3.3343197e-17]"
6728-56426-0277,[ 3567.7969  3568.6177  3569.4385 ... 10337.131  10339.515  10341.888 ],"[-3.3641373e-17  2.6263014e-17  8.6167047e-17 ... -3.4991500e-17
 -4.4436483e-17  2.7426748e-17]","[7.0007326e-17 0.0000000e+00 6.7851687e-17 ... 2.6232549e-17 1.7163137e-17
 1.7880743e-17]"
6734-56386-0952,[ 3607.447   3608.2788  3609.109  ... 10392.016  10394.412  10396.809 ],"[-2.3698144e-17  4.1524632e-17  4.9561762e-19 ... -4.3187464e-17
 -2.1978129e-17 -7.6833307e-19]","[2.7785529e-17 2.8347751e-17 2.7347322e-17 ... 4.7309593e-17 0.0000000e+00
 4.6493185e-17]"
6740-56401-0786,[ 3603.2964  3604.1252  3604.9565 ... 10382.458  10384.841  10387.236 ],"[ 1.3651760e-16  7.8506329e-17 -4.6002859e-17 ... -1.5770288e-16
  6.1944335e-16  7.9486061e-17]","[8.8210984e-17 5.5291627e-17 4.6754283e-17 ... 5.6387068e-16 2.6017610e-16
 1.1644051e-16]"
6740-56401-0926,[ 3604.1252  3604.9565  3605.786  ... 10382.458  10384.841  10387.236 ],"[-7.1823298e-17  4.1905301e-17 -4.0300534e-17 ... -9.6352605e-17
  7.3604765e-16  1.9113006e-16]","[4.5462918e-17 4.6967653e-17 4.6132849e-17 ... 6.3287115e-16 4.4800478e-16
 9.6834686e-17]"
6742-56415-0037,[ 3564.5117  3565.3318  3566.1538 ... 10334.747  10337.131  10339.515 ],"[1.3843750e-16 9.8856441e-17 5.4815152e-17 ... 9.2390152e-18 2.9661304e-17
 3.8943941e-17]","[8.3702810e-17 7.7498307e-17 4.1892215e-17 ... 2.7078513e-17 3.1566238e-17
 2.5987853e-17]"
6742-56415-1000,[ 3606.6172  3607.447   3608.2788 ... 10387.236  10389.631  10392.016 ],"[ 1.4813014e-16 -9.5136755e-17  1.2564017e-16 ...  6.2058114e-17
  3.4327731e-17 -9.0960676e-18]","[2.9743469e-17 2.8944075e-17 2.8680986e-17 ... 4.4333635e-17 3.7351341e-17
 4.3468745e-17]"
6748-56371-0803,[ 3604.9565  3605.786   3606.6172 ... 10349.043  10351.419  10353.806 ],"[6.5943090e-17 1.7201947e-17 6.9598825e-17 ... 8.2734764e-17 1.1965464e-16
 4.9103546e-17]","[3.7155838e-17 3.9279700e-17 4.0979815e-17 ... 5.3375070e-17 4.4443475e-17
 3.2708485e-17]"
6754-56414-0984,[ 3609.109   3609.9392  3610.7717 ... 10392.016  10394.412  10396.809 ],"[-5.1541055e-17  3.3553837e-17 -9.9543054e-17 ... -2.3548591e-17
  3.6677106e-17  9.6905890e-17]","[3.6282180e-17 3.5110009e-17 3.4137128e-17 ... 5.2752481e-17 0.0000000e+00
 3.1425753e-17]"
6759-56416-0963,[ 3607.447   3608.2788  3609.109  ... 10356.193  10358.569  10360.958 ],"[-8.7343655e-17  6.6259338e-17 -4.0119775e-17 ... -1.6609484e-17
 -6.3784215e-18  3.8528845e-18]","[4.1075175e-17 3.9585387e-17 3.9691620e-17 ... 3.4922421e-17 0.0000000e+00
 3.3919246e-17]"
6780-56267-0621,[ 3604.9565  3605.786   3606.6172 ... 10387.236  10389.631  10392.016 ],"[ 8.729895e-17 -3.092752e-17  4.290406e-17 ...  9.817566e-17  1.355024e-16
 -9.559572e-17]","[6.2946420e-17 5.7565233e-17 4.3697791e-17 ... 4.6679483e-17 3.6931361e-17
 2.6844251e-17]"
6780-56267-0922,[ 3604.1252  3604.9565  3605.786  ... 10387.236  10389.631  10392.016 ],"[ 1.1173569e-16  4.2308859e-17  2.2655982e-16 ...  4.4184951e-17
  5.7883889e-17 -1.1889994e-17]","[9.5897100e-17 9.1577291e-17 7.4628956e-17 ... 3.1763782e-17 2.1819127e-17
 1.9189700e-17]"
6780-56577-0621,[ 3608.2788  3609.109   3609.9392 ... 10387.236  10389.631  10392.016 ],"[-3.3098673e-17  1.1421971e-17  1.1860362e-17 ...  1.1384627e-16
 -7.3302405e-18 -1.2850914e-16]","[5.5164265e-17 3.1884537e-17 3.0185131e-17 ... 9.4323974e-17 0.0000000e+00
 3.3952680e-17]"
6780-56577-0934,[ 3609.109   3609.9392  3610.7717 ... 10387.236  10389.631  10392.016 ],"[-1.5872226e-17  1.4772686e-17 -2.0637293e-17 ...  1.1719896e-16
 -1.1785362e-17 -1.4075888e-16]","[5.5709701e-17 5.5013983e-17 5.0430988e-17 ... 7.7009092e-17 0.0000000e+00
 2.1278346e-17]"
6780-56605-0605,[ 3607.447   3608.2788  3609.109  ... 10351.419  10353.806  10356.193 ],"[ 5.9237011e-17  2.8656150e-17  7.2532907e-17 ... -2.6988767e-18
 -1.1493860e-17  9.3290422e-18]","[4.9644455e-17 4.5407124e-17 4.4210183e-17 ... 4.4059372e-17 3.3375183e-17
 2.8172217e-17]"
6781-56274-0438,[ 3562.8704  3563.69    3564.5117 ... 10337.131  10339.515  10341.888 ],"[-1.1973942e-18  5.5009145e-17  6.6109763e-17 ... -6.1278830e-17
  5.3485194e-17  1.1009618e-16]","[1.6417543e-16 3.0552578e-17 3.0841571e-17 ... 4.5832811e-17 5.5919236e-17
 7.2909294e-17]"
6781-56274-0711,[ 3604.1252  3604.9565  3605.786  ... 10351.419  10353.806  10356.193 ],"[ 5.1616143e-17  4.1865864e-17  8.1325956e-17 ... -1.5839602e-17
 -2.7039222e-17 -3.8239312e-17]","[5.7714641e-17 5.3327047e-17 5.6158946e-17 ... 3.5861545e-17 0.0000000e+00
 3.3002650e-17]"
6781-56274-0793,[ 3604.1252  3604.9565  3605.786  ... 10351.419  10353.806  10356.193 ],"[ 3.6331377e-17  2.4401381e-17  2.4848795e-17 ... -7.4649331e-17
 -3.2503255e-17  9.6449392e-18]","[4.4232319e-17 4.5061918e-17 4.1934487e-17 ... 3.4840325e-17 0.0000000e+00
 3.2964603e-17]"
6781-56575-0460,[ 3563.69    3564.5117  3565.3318 ... 10344.272  10346.657  10349.043 ],"[-3.5581399e-17  2.8155206e-17 -8.8534802e-17 ... -4.1803382e-17
 -6.8761989e-17  1.5451518e-16]","[6.4018055e-17 4.6997067e-17 4.8817159e-17 ... 4.6351380e-17 5.2045433e-17
 7.4638002e-17]"
6781-56575-0687,[ 3604.1252  3604.9565  3605.786  ... 10380.064  10382.458  10384.841 ],"[-4.11119584e-17  9.56823505e-17  5.15622001e-18 ...  2.13100797e-16
 -2.11814975e-16  1.08087525e-16]","[6.5068363e-17 6.3294286e-17 6.4408021e-17 ... 0.0000000e+00 2.1440384e-16
 1.5022116e-16]"
6781-56575-0769,[ 3604.1252  3604.9565  3605.786  ... 10380.064  10382.458  10384.841 ],"[-1.9440817e-16  1.3160008e-16 -1.4142977e-17 ... -9.7176550e-18
 -1.6734438e-16  1.5587947e-17]","[6.5775814e-17 7.0181332e-17 7.0069318e-17 ... 3.1201372e-16 1.5637226e-16
 4.9649491e-17]"
6781-56599-0454,[ 3563.69    3564.5117  3565.3318 ... 10341.888  10344.272  10346.657 ],"[-4.3063291e-17 -2.5666690e-17 -8.2546463e-18 ...  9.5691661e-17
  2.7864482e-17 -6.9691561e-17]","[5.5024898e-17 0.0000000e+00 3.4571415e-17 ... 3.3247578e-17 4.8418077e-17
 6.4096399e-17]"
6781-56599-0697,[ 3606.6172  3607.447   3608.2788 ... 10380.064  10382.458  10384.841 ],"[ 3.1442581e-17 -3.8562558e-17 -3.5130089e-17 ... -7.1109681e-16
 -1.9391015e-16  5.9225847e-17]","[4.1010678e-17 3.9304172e-17 3.8599013e-17 ... 6.1715366e-16 2.1679124e-16
 7.0739996e-17]"
6781-56599-0769,[ 3606.6172  3607.447   3608.2788 ... 10380.064  10382.458  10384.841 ],"[ 3.0949959e-17  6.3409317e-18 -2.3875654e-18 ... -3.1883329e-16
  6.1784006e-18  7.9040714e-17]","[4.3425715e-17 4.2021351e-17 4.2299105e-17 ... 1.6191061e-16 8.0111542e-17
 2.6961534e-17]"
6782-56273-0517,[ 3603.2964  3604.1252  3604.9565 ... 10389.631  10392.016  10394.412 ],"[ 1.0468799e-17  5.1402716e-18  3.4962813e-19 ...  1.3408473e-16
 -3.0556455e-18 -1.4020195e-16]","[4.0059841e-17 3.9029769e-17 3.6873429e-17 ... 2.6041216e-17 0.0000000e+00
 2.1914924e-17]"
6782-56273-0524,[ 3604.1252  3604.9565  3605.786  ... 10384.841  10387.236  10389.631 ],"[ 1.1106780e-16  4.9656890e-17 -3.5613025e-18 ...  1.1369915e-16
  1.2170834e-16  8.1195850e-17]","[3.6432965e-17 3.2276561e-17 2.6854743e-17 ... 9.8212272e-17 6.0158841e-17
 2.3847142e-17]"
6782-56572-0531,[ 3604.1252  3604.9565  3605.786  ... 10356.193  10358.569  10360.958 ],"[ 1.6969547e-17 -4.1372733e-18 -5.2039994e-17 ...  6.1460128e-17
  1.6563375e-17 -2.8336789e-17]","[3.8439708e-17 3.8017982e-17 3.0483243e-17 ... 3.1960856e-17 0.0000000e+00
 4.4305054e-17]"
6782-56572-0560,[ 3604.1252  3604.9565  3605.786  ... 10356.193  10358.569  10360.958 ],"[ 7.2649261e-17  2.0627580e-17 -1.0155849e-17 ... -8.5788365e-18
 -2.1222897e-17 -3.3867868e-17]","[5.2334837e-17 4.9629996e-17 4.3041503e-17 ... 3.1199744e-17 0.0000000e+00
 3.8943696e-17]"
6782-56576-0515,[ 3608.2788  3609.109   3609.9392 ... 10387.236  10389.631  10392.016 ],"[-1.0616818e-17  1.8036916e-17  2.5413850e-18 ...  1.9938109e-16
  1.3912496e-16  6.7854606e-18]","[5.24137668e-17 4.60660821e-17 4.63265943e-17 ... 1.03086325e-16
 5.68748544e-17 3.75614676e-17]"
6782-56576-0524,[ 3608.2788  3609.109   3609.9392 ... 10387.236  10389.631  10392.016 ],"[ 3.8114349e-17  1.3778951e-16  1.9120944e-16 ...  2.3418330e-16
  1.4426119e-16 -6.0267579e-17]","[5.1186866e-17 5.1525623e-17 5.4051793e-17 ... 1.3974395e-16 1.1863181e-16
 3.9880766e-17]"
6782-56602-0525,[ 3608.2788  3609.109   3609.9392 ... 10380.064  10382.458  10384.841 ],"[-4.4218405e-17  6.6326452e-17 -4.2506049e-17 ... -3.1207089e-16
 -1.8834983e-16  1.7052627e-16]","[4.4098246e-17 4.3111079e-17 4.1821348e-17 ... 3.7796119e-16 1.5152727e-16
 4.6624234e-17]"
6782-56602-0544,[ 3608.2788  3609.109   3609.9392 ... 10380.064  10382.458  10384.841 ],"[ 7.8042168e-17  2.0429212e-17  7.4914671e-17 ... -2.1328725e-16
 -1.8542368e-16  1.2031666e-16]","[5.2688708e-17 5.0597718e-17 5.0401643e-17 ... 3.4798723e-16 1.7486159e-16
 4.4049958e-17]"
6789-56401-0044,[ 3561.2297  3562.0508  3562.8704 ... 10327.612  10329.994  10332.376 ],"[-1.5599409e-16  2.4059304e-16 -1.5964660e-16 ...  4.2605056e-17
  4.7727359e-17 -2.5155390e-17]","[4.4510013e-17 3.4259419e-17 3.1679399e-17 ... 3.6558074e-17 3.4905500e-17
 4.1577204e-17]"
6791-56429-0936,[ 3610.7717  3611.6023  3612.435  ... 10382.458  10384.841  10387.236 ],"[ 4.9055076e-17  2.3402400e-17 -8.7524947e-17 ...  1.2816992e-18
  4.0951276e-18  6.9085169e-18]","[2.3563977e-17 2.3391068e-17 2.1036154e-17 ... 3.9644593e-17 0.0000000e+00
 4.6386959e-17]"
6817-56455-0230,[ 3571.083   3571.9065  3572.7283 ... 10322.862  10325.231  10327.612 ],"[4.8585777e-18 6.1883327e-17 1.1889407e-16 ... 5.4768141e-17 2.8721087e-17
 1.5190116e-17]","[6.7014117e-17 0.0000000e+00 6.3034299e-17 ... 2.1367926e-17 2.2807750e-17
 2.2401906e-17]"
6821-56396-0606,[ 3608.2788  3609.109   3609.9392 ... 10375.279  10377.672  10380.064 ],"[6.5584020e-18 6.0240202e-17 1.7322184e-16 ... 2.4859600e-17 5.4549812e-17
 2.6625774e-17]","[5.4785952e-17 5.8182058e-17 5.7948403e-17 ... 8.7970982e-17 5.8079660e-17
 3.2458296e-17]"
6831-56426-0194,[ 3567.7969  3568.6177  3569.4385 ... 10337.131  10339.515  10341.888 ],"[ 1.3925902e-16 -1.4559848e-17  6.0747568e-17 ...  1.9103075e-17
 -7.8840487e-18 -6.7658801e-17]","[5.0281246e-17 4.9825284e-17 4.8536076e-17 ... 2.8431842e-17 6.9505750e-17
 9.5663808e-17]"
6838-56429-0251,[ 3567.7969  3568.6177  3569.4385 ... 10339.515  10341.888  10344.272 ],"[-2.5198393e-17  9.0242700e-18  8.4743833e-17 ...  5.3110269e-17
  3.6666716e-17 -4.6269516e-17]","[4.8776329e-17 5.0239969e-17 5.2272421e-17 ... 1.9628424e-17 1.7833033e-17
 3.6175950e-17]"
6838-56429-0706,[ 3610.7717  3611.6023  3612.435  ... 10375.279  10377.672  10380.064 ],"[ 1.5671332e-17 -4.2114511e-17  1.8981226e-16 ... -2.5274164e-17
 -6.3484067e-17 -4.2221251e-17]","[3.0933273e-17 3.1577402e-17 3.0063671e-17 ... 1.0109344e-16 7.9451578e-17
 5.0301323e-17]"
6882-56541-0322,[ 3571.083   3571.9065  3572.7283 ... 10337.131  10339.515  10341.888 ],"[ 2.2534205e-16  1.4780256e-16  7.0254501e-17 ...  2.1601590e-17
  2.4331832e-17 -2.3058143e-17]","[4.3006549e-17 0.0000000e+00 3.9856570e-17 ... 2.2100592e-17 2.7079245e-17
 3.7120210e-17]"
6882-56541-0337,[ 3570.2617  3571.083   3571.9065 ... 10337.131  10339.515  10341.888 ],"[-4.3914049e-17  2.4353291e-17 -1.8525825e-17 ...  2.4880855e-17
  3.6430662e-17  1.2404988e-17]","[4.0171725e-17 3.8214130e-17 3.6609240e-17 ... 2.0739177e-17 2.8438850e-17
 4.1639968e-17]"
6931-56388-0077,[ 3566.1538  3566.9744  3567.7969 ... 10337.131  10339.515  10341.888 ],"[ 4.9553983e-18  3.7748037e-17  6.0047747e-17 ... -1.4024740e-17
  2.1341775e-18  3.4023474e-17]","[3.8263959e-17 3.7205092e-17 3.6280420e-17 ... 2.0974705e-17 1.9610186e-17
 2.0165088e-17]"
6933-56398-0711,[ 3608.2788  3609.109   3609.9392 ... 10368.116  10370.507  10372.898 ],"[-1.6908058e-17  9.2868883e-18  2.5487058e-17 ... -2.6331033e-19
  4.4362543e-17  5.3764606e-17]","[3.3471725e-17 3.2769915e-17 3.4199461e-17 ... 1.6807369e-17 2.2480188e-17
 3.4981187e-17]"
6963-56724-0972,[ 3609.9392  3610.7717  3611.6023 ... 10387.236  10389.631  10392.016 ],"[-1.0352721e-17  3.9834434e-17  4.7255955e-17 ...  3.1927936e-16
  4.3772853e-17 -2.3173276e-16]","[2.9625652e-17 3.0937941e-17 3.0799696e-17 ... 1.4338492e-16 0.0000000e+00
 4.4372863e-17]"
6969-56420-0354,[ 3564.5117  3565.3318  3566.1538 ... 10332.376  10334.747  10337.131 ],"[-1.3606398e-16 -8.2191941e-17 -2.8318644e-17 ...  8.9460683e-18
  4.4309799e-18  3.0282305e-17]","[4.3335658e-17 0.0000000e+00 4.1020949e-17 ... 2.7742782e-17 3.5296194e-17
 2.8765490e-17]"
6970-56444-0794,[ 3609.9392  3610.7717  3611.6023 ... 10363.348  10365.737  10368.116 ],"[ 3.55610835e-17  1.10880765e-17  2.69118878e-17 ... -5.34074787e-18
 -1.93114066e-17 -4.25584160e-17]","[2.5193329e-17 2.4629511e-17 2.4526425e-17 ... 5.2348817e-17 4.7236099e-17
 4.6665196e-17]"
6973-56741-0751,[ 3606.6172  3607.447   3608.2788 ... 10384.841  10387.236  10389.631 ],"[ 5.5929976e-17 -2.1832560e-17  3.6077324e-17 ...  1.5737385e-16
  1.5444435e-17 -1.2648514e-16]","[5.2144275e-17 4.8561712e-17 4.9883094e-17 ... 5.6443556e-17 0.0000000e+00
 6.9420365e-17]"
6975-56720-0702,[ 3609.9392  3610.7717  3611.6023 ... 10389.631  10392.016  10394.412 ],"[-9.7749508e-17  1.3315973e-17 -1.0841587e-18 ... -9.0456220e-18
 -2.5817885e-16 -4.9142221e-16]","[1.10249901e-16 1.06703645e-16 5.52386515e-17 ... 2.53132276e-16
 3.00888602e-16 3.69667836e-16]"
6976-56448-0597,[ 3612.435   3613.266   3614.0994 ... 10380.064  10382.458  10384.841 ],"[ 1.04869594e-16  8.36476336e-17  2.79072375e-17 ... -5.19780339e-16
 -1.34578898e-16  2.50625746e-16]","[3.7870066e-17 3.9748781e-17 3.5785885e-17 ... 5.3490570e-16 0.0000000e+00
 4.9645972e-16]"
6982-56444-0740,[ 3614.0994  3614.9307  3615.7625 ... 10353.806  10356.193  10358.569 ],"[ 1.31971174e-17 -1.28938672e-17  2.23826637e-17 ...  1.16093767e-16
  8.21769991e-17 -7.79406631e-17]","[3.4156094e-17 3.2525906e-17 3.1355724e-17 ... 7.2790226e-17 5.6677152e-17
 5.5238225e-17]"
7027-56448-0036,[ 3567.7969  3568.6177  3569.4385 ... 10329.994  10332.376  10334.747 ],"[ 3.0322594e-16 -6.2440410e-17  4.7252954e-17 ...  1.5864085e-17
  2.2842367e-18 -5.9328041e-17]","[5.2366402e-17 5.4174881e-17 5.4983532e-17 ... 2.0582734e-17 2.9024606e-17
 3.1504821e-17]"
7027-56448-0420,[ 3568.6177  3569.4385  3570.2617 ... 10334.747  10337.131  10339.515 ],"[ 3.8016427e-17  3.2944265e-17  2.7871771e-17 ... -2.6880704e-18
 -2.9858954e-17 -4.1257122e-17]","[3.5387187e-17 0.0000000e+00 3.6000263e-17 ... 3.4872998e-17 3.3478398e-17
 2.4535285e-17]"
7028-56449-0601,[ 3608.2788  3609.109   3609.9392 ... 10356.193  10358.569  10360.958 ],"[ 1.0493837e-16  4.5657541e-18  1.0140103e-17 ... -5.9314239e-18
  1.4367456e-17 -1.0315725e-17]","[5.6951478e-17 5.5791830e-17 5.0583405e-17 ... 2.8757920e-17 2.7821370e-17
 2.9864648e-17]"
7029-56455-0039,[ 3570.2617  3571.083   3571.9065 ... 10327.612  10329.994  10332.376 ],"[-1.5564520e-17 -2.7141414e-17 -3.8719838e-17 ...  2.4743521e-17
 -1.4644376e-18 -3.2859270e-17]","[4.3469559e-17 0.0000000e+00 4.0094692e-17 ... 2.3034982e-17 2.0540863e-17
 2.4043842e-17]"
7029-56455-0116,[ 3570.2617  3571.083   3571.9065 ... 10327.612  10329.994  10332.376 ],"[-2.0929248e-17 -4.2667594e-17 -6.4408061e-17 ...  5.8528930e-18
  2.0112597e-17 -9.5542471e-18]","[4.7622743e-17 0.0000000e+00 4.3980366e-17 ... 1.9815854e-17 1.9021572e-17
 2.1545965e-17]"
7029-56455-0665,[ 3609.109   3609.9392  3610.7717 ... 10356.193  10358.569  10360.958 ],"[ 1.2244961e-16  5.5906332e-17  8.5269993e-17 ... -4.2697091e-17
 -7.9975349e-17  5.3587523e-17]","[7.7790063e-17 7.7058975e-17 7.5596380e-17 ... 3.0594360e-17 3.7328229e-17
 4.0955836e-17]"
7031-56449-0621,[ 3609.109   3609.9392  3610.7717 ... 10358.569  10360.958  10363.348 ],"[ 1.00369606e-16  9.83310556e-17 -1.58878615e-17 ... -2.83417687e-17
 -9.02412193e-18  1.02931651e-17]","[5.3276536e-17 5.6080880e-17 4.5856574e-17 ... 3.1411343e-17 0.0000000e+00
 2.7122149e-17]"
7032-56471-0483,[ 3568.6177  3569.4385  3570.2617 ... 10325.231  10327.612  10329.994 ],"[ 8.7408622e-18  2.1107656e-16  2.8814774e-16 ...  1.1712980e-17
 -3.8497391e-18 -1.5004146e-17]","[1.6811579e-16 1.7162447e-16 1.4175753e-16 ... 1.7939901e-17 1.7265923e-17
 1.5685459e-17]"
7032-56471-0543,[ 3609.9392  3610.7717  3611.6023 ... 10382.458  10384.841  10387.236 ],"[ 3.02319320e-16  9.26482123e-17 -2.11577746e-17 ...  1.02859135e-16
  1.71695405e-16 -2.97790546e-17]","[9.1457403e-17 8.4608407e-17 7.7766585e-17 ... 1.2178706e-16 5.9596292e-17
 3.6981776e-17]"
7034-56564-0919,[ 3606.6172  3607.447   3608.2788 ... 10380.064  10382.458  10384.841 ],"[ 3.4168475e-17  1.2873348e-16  2.1918816e-17 ... -1.8730302e-16
  5.7812699e-17  8.2465950e-17]","[7.9596705e-17 8.1125242e-17 7.9328414e-17 ... 5.7210789e-17 4.2529792e-17
 2.8876319e-17]"
7038-56571-0095,[ 3561.2297  3562.0508  3562.8704 ... 10339.515  10341.888  10344.272 ],"[ 5.0176071e-17  2.4585675e-18 -4.5239891e-17 ... -9.3316933e-18
  3.9327204e-17  4.8746217e-17]","[7.5223593e-17 0.0000000e+00 6.6471394e-17 ... 3.6850542e-17 4.5121223e-17
 5.4918112e-17]"
7049-56570-0467,[ 3562.8704  3563.69    3564.5117 ... 10344.272  10346.657  10349.043 ],"[-1.1628242e-16 -7.5915262e-17 -3.5565084e-17 ... -2.4257078e-17
 -5.1335044e-17  1.0887138e-16]","[6.4006501e-17 0.0000000e+00 4.1325381e-17 ... 3.8375436e-17 3.5051153e-17
 3.5503800e-17]"
7055-56576-0060,[ 3564.5117  3565.3318  3566.1538 ... 10339.515  10341.888  10344.272 ],"[ 6.0781853e-17 -2.0259327e-17 -5.4239490e-17 ...  1.1016575e-18
  1.1411101e-16 -2.5589927e-17]","[6.7114133e-17 5.1320806e-17 5.0409594e-17 ... 5.3042073e-17 4.8762879e-17
 6.8851920e-17]"
7090-56659-0108,[ 3567.7969  3568.6177  3569.4385 ... 10332.376  10334.747  10337.131 ],"[ 4.7442659e-17  5.4874652e-17  6.2309246e-17 ...  4.3129386e-17
 -7.6025720e-17 -8.0286177e-17]","[4.0578404e-17 0.0000000e+00 3.3757386e-17 ... 4.1787474e-17 5.2216266e-17
 5.1810262e-17]"
7092-56683-0103,[ 3564.5117  3565.3318  3566.1538 ... 10329.994  10332.376  10334.747 ],"[ 5.0761894e-17 -4.7745209e-17 -3.0052368e-17 ...  7.6443053e-18
  1.4075985e-17 -2.3199768e-17]","[5.1309964e-17 3.2664522e-17 3.1297517e-17 ... 2.1465664e-17 2.4688109e-17
 2.5492759e-17]"
7100-56636-0590,[ 3605.786   3606.6172  3607.447  ... 10384.841  10387.236  10389.631 ],"[-6.6163754e-18  2.1588132e-17  6.7821138e-18 ...  1.7726879e-16
  1.9600630e-16 -8.4109895e-17]","[3.6456004e-17 3.8450905e-17 3.6077519e-17 ... 1.2669775e-16 1.1026620e-16
 4.9318603e-17]"
7107-56740-0142,[ 3567.7969  3568.6177  3569.4385 ... 10332.376  10334.747  10337.131 ],"[ 2.3313166e-16  1.9673308e-16  1.6030952e-16 ... -7.7203653e-18
 -2.5577988e-17  5.8255006e-19]","[3.4307150e-17 0.0000000e+00 3.7411596e-17 ... 1.9950366e-17 2.1667492e-17
 3.0195838e-17]"
7108-56686-0714,[ 3609.109   3609.9392  3610.7717 ... 10396.809  10399.206  10401.593 ],"[ 6.0606888e-17 -6.9520204e-18  1.9308212e-17 ...  5.2964752e-17
  5.2708650e-17  5.2452535e-17]","[5.1903631e-17 5.1605489e-17 5.1124166e-17 ... 8.2337777e-17 0.0000000e+00
 8.5306693e-17]"
7128-56567-0023,[ 3566.1538  3566.9744  3567.7969 ... 10339.515  10341.888  10344.272 ],"[1.1441378e-16 6.1441169e-17 8.4498584e-18 ... 4.4696115e-17 3.5712047e-17
 2.0809945e-18]","[3.1814058e-17 0.0000000e+00 3.3382889e-17 ... 2.0234861e-17 2.7238510e-17
 3.0661947e-17]"
7129-56569-0383,[ 3564.5117  3565.3318  3566.1538 ... 10349.043  10351.419  10353.806 ],"[ 1.2029653e-16  3.0419630e-17 -5.9488500e-17 ...  1.2647525e-16
  4.2905015e-17 -4.9507931e-17]","[4.7064638e-17 0.0000000e+00 4.1460493e-17 ... 3.9297581e-17 5.4739517e-17
 5.6050056e-17]"
7132-56565-0949,[ 3609.9392  3610.7717  3611.6023 ... 10389.631  10392.016  10394.412 ],"[ 3.9904539e-17  4.1729541e-17  4.8461270e-17 ...  4.9912538e-17
 -8.3082113e-17 -2.1608324e-16]","[2.9393463e-17 2.9303429e-17 2.8436769e-17 ... 8.1868077e-17 0.0000000e+00
 2.3824244e-17]"
7140-56569-0477,[ 3565.3318  3566.1538  3566.9744 ... 10334.747  10337.131  10339.515 ],"[ 5.0768127e-17  4.2718886e-17  3.4674726e-17 ... -1.4296968e-17
 -1.5372389e-17  1.2867241e-17]","[4.0061571e-17 0.0000000e+00 3.7351774e-17 ... 1.8101620e-17 1.9772179e-17
 1.7910646e-17]"
7151-56598-0404,[ 3559.5898  3560.4106  3561.2297 ... 10341.888  10344.272  10346.657 ],"[-4.4436430e-17 -2.6379594e-17  5.3615994e-17 ...  9.6277318e-17
 -5.2119744e-17 -1.2903810e-16]","[4.8174582e-17 3.0661759e-17 3.1914306e-17 ... 4.8505094e-17 8.8711051e-17
 7.4918536e-17]"
7155-56629-0872,[ 3605.786   3606.6172  3607.447  ... 10380.064  10382.458  10384.841 ],"[ 1.6333022e-17 -3.3304651e-17 -3.7500544e-17 ... -6.1236570e-16
  3.4674260e-16  2.5437556e-16]","[3.7139056e-17 3.2619328e-17 3.1860046e-17 ... 3.0743736e-16 1.3166918e-16
 6.4291753e-17]"
7161-56625-0690,[ 3607.447   3608.2788  3609.109  ... 10351.419  10353.806  10356.193 ],"[-5.1337747e-17 -4.7015879e-18  4.3791223e-17 ... -3.1499815e-17
  1.8909779e-20  3.1537866e-17]","[3.2288836e-17 3.3575344e-17 3.3909564e-17 ... 5.6898803e-17 0.0000000e+00
 3.1635440e-17]"
7240-56665-0339,[ 3566.1538  3566.9744  3567.7969 ... 10341.888  10344.272  10346.657 ],"[-2.0475677e-17  8.7795064e-18  3.8034446e-17 ...  8.0754196e-17
  1.4522003e-17 -2.7453256e-17]","[5.3693921e-17 0.0000000e+00 4.8885037e-17 ... 3.3457887e-17 4.4976626e-17
 5.5068183e-17]"
7240-56665-0584,[ 3607.447   3608.2788  3609.109  ... 10389.631  10392.016  10394.412 ],"[-7.8826019e-18  6.6318180e-17 -2.7000534e-18 ...  5.8377286e-17
 -8.5000292e-17 -2.2838311e-16]","[5.3339408e-17 5.4652511e-17 5.3796482e-17 ... 3.9815790e-17 0.0000000e+00
 3.7036198e-17]"
